,target
37689,<=50K.
37690,<=50K.
37691,>50K.
37692,<=50K.
37693,>50K.
37694,>50K.
37695,<=50K.
37696,<=50K.
37697,<=50K.
37698,<=50K.
37699,<=50K.
37700,<=50K.
37701,<=50K.
37702,<=50K.
37703,>50K.
37704,>50K.
37705,<=50K.
37706,<=50K.
37707,<=50K.
37708,<=50K.
37709,<=50K.
37710,<=50K.
37711,>50K.
37712,>50K.
37713,>50K.
37714,<=50K.
37715,<=50K.
37716,<=50K.
37717,<=50K.
37718,>50K.
37719,<=50K.
37720,>50K.
37721,<=50K.
37722,<=50K.
37723,<=50K.
37724,<=50K.
37725,<=50K.
37726,<=50K.
37727,>50K.
37728,<=50K.
37729,<=50K.
37730,>50K.
37731,<=50K.
37732,<=50K.
37733,<=50K.
37734,<=50K.
37735,<=50K.
37736,<=50K.
37737,>50K.
37738,<=50K.
37739,<=50K.
37740,<=50K.
37741,<=50K.
37742,<=50K.
37743,<=50K.
37744,<=50K.
37745,<=50K.
37746,<=50K.
37747,<=50K.
37748,<=50K.
37749,<=50K.
37750,<=50K.
37751,>50K.
37752,<=50K.
37753,<=50K.
37754,>50K.
37755,>50K.
37756,<=50K.
37757,<=50K.
37758,<=50K.
37759,<=50K.
37760,<=50K.
37761,>50K.
37762,<=50K.
37763,<=50K.
37764,<=50K.
37765,<=50K.
37766,<=50K.
37767,<=50K.
37768,<=50K.
37769,>50K.
37770,<=50K.
37771,>50K.
37772,<=50K.
37773,>50K.
37774,<=50K.
37775,<=50K.
37776,<=50K.
37777,<=50K.
37778,<=50K.
37779,<=50K.
37780,<=50K.
37781,>50K.
37782,<=50K.
37783,<=50K.
37784,<=50K.
37785,<=50K.
37786,>50K.
37787,>50K.
37788,<=50K.
37789,<=50K.
37790,>50K.
37791,<=50K.
37792,<=50K.
37793,>50K.
37794,<=50K.
37795,<=50K.
37796,<=50K.
37797,>50K.
37798,<=50K.
37799,<=50K.
37800,<=50K.
37801,>50K.
37802,<=50K.
37803,<=50K.
37804,>50K.
37805,<=50K.
37806,<=50K.
37807,<=50K.
37808,>50K.
37809,>50K.
37810,<=50K.
37811,<=50K.
37812,<=50K.
37813,<=50K.
37814,<=50K.
37815,>50K.
37816,<=50K.
37817,>50K.
37818,<=50K.
37819,<=50K.
37820,<=50K.
37821,<=50K.
37822,<=50K.
37823,>50K.
37824,>50K.
37825,<=50K.
37826,>50K.
37827,<=50K.
37828,<=50K.
37829,<=50K.
37830,<=50K.
37831,<=50K.
37832,<=50K.
37833,<=50K.
37834,>50K.
37835,<=50K.
37836,<=50K.
37837,<=50K.
37838,<=50K.
37839,<=50K.
37840,<=50K.
37841,<=50K.
37842,<=50K.
37843,<=50K.
37844,<=50K.
37845,>50K.
37846,>50K.
37847,<=50K.
37848,>50K.
37849,<=50K.
37850,>50K.
37851,<=50K.
37852,<=50K.
37853,<=50K.
37854,<=50K.
37855,<=50K.
37856,<=50K.
37857,<=50K.
37858,<=50K.
37859,<=50K.
37860,>50K.
37861,>50K.
37862,>50K.
37863,<=50K.
37864,<=50K.
37865,<=50K.
37866,>50K.
37867,>50K.
37868,<=50K.
37869,>50K.
37870,<=50K.
37871,>50K.
37872,<=50K.
37873,<=50K.
37874,>50K.
37875,<=50K.
37876,<=50K.
37877,<=50K.
37878,<=50K.
37879,>50K.
37880,<=50K.
37881,<=50K.
37882,<=50K.
37883,>50K.
37884,<=50K.
37885,<=50K.
37886,<=50K.
37887,<=50K.
37888,<=50K.
37889,<=50K.
37890,<=50K.
37891,>50K.
37892,>50K.
37893,<=50K.
37894,>50K.
37895,<=50K.
37896,<=50K.
37897,>50K.
37898,<=50K.
37899,>50K.
37900,<=50K.
37901,>50K.
37902,<=50K.
37903,<=50K.
37904,<=50K.
37905,<=50K.
37906,<=50K.
37907,<=50K.
37908,<=50K.
37909,<=50K.
37910,<=50K.
37911,<=50K.
37912,<=50K.
37913,<=50K.
37914,<=50K.
37915,>50K.
37916,<=50K.
37917,<=50K.
37918,<=50K.
37919,<=50K.
37920,<=50K.
37921,>50K.
37922,>50K.
37923,<=50K.
37924,<=50K.
37925,<=50K.
37926,<=50K.
37927,<=50K.
37928,<=50K.
37929,<=50K.
37930,>50K.
37931,<=50K.
37932,>50K.
37933,<=50K.
37934,>50K.
37935,>50K.
37936,<=50K.
37937,<=50K.
37938,<=50K.
37939,<=50K.
37940,<=50K.
37941,<=50K.
37942,<=50K.
37943,>50K.
37944,<=50K.
37945,<=50K.
37946,<=50K.
37947,>50K.
37948,<=50K.
37949,<=50K.
37950,<=50K.
37951,<=50K.
37952,>50K.
37953,<=50K.
37954,<=50K.
37955,>50K.
37956,>50K.
37957,<=50K.
37958,>50K.
37959,<=50K.
37960,<=50K.
37961,>50K.
37962,<=50K.
37963,>50K.
37964,<=50K.
37965,<=50K.
37966,<=50K.
37967,<=50K.
37968,<=50K.
37969,<=50K.
37970,>50K.
37971,>50K.
37972,<=50K.
37973,<=50K.
37974,>50K.
37975,<=50K.
37976,<=50K.
37977,<=50K.
37978,<=50K.
37979,>50K.
37980,<=50K.
37981,<=50K.
37982,<=50K.
37983,>50K.
37984,<=50K.
37985,>50K.
37986,<=50K.
37987,<=50K.
37988,<=50K.
37989,<=50K.
37990,<=50K.
37991,<=50K.
37992,<=50K.
37993,<=50K.
37994,<=50K.
37995,<=50K.
37996,<=50K.
37997,<=50K.
37998,<=50K.
37999,<=50K.
38000,<=50K.
38001,<=50K.
38002,>50K.
38003,<=50K.
38004,<=50K.
38005,>50K.
38006,<=50K.
38007,<=50K.
38008,<=50K.
38009,<=50K.
38010,>50K.
38011,>50K.
38012,<=50K.
38013,<=50K.
38014,<=50K.
38015,<=50K.
38016,<=50K.
38017,<=50K.
38018,<=50K.
38019,<=50K.
38020,<=50K.
38021,>50K.
38022,<=50K.
38023,>50K.
38024,<=50K.
38025,>50K.
38026,>50K.
38027,<=50K.
38028,<=50K.
38029,>50K.
38030,<=50K.
38031,<=50K.
38032,>50K.
38033,<=50K.
38034,>50K.
38035,<=50K.
38036,>50K.
38037,>50K.
38038,>50K.
38039,<=50K.
38040,<=50K.
38041,>50K.
38042,>50K.
38043,<=50K.
38044,<=50K.
38045,>50K.
38046,<=50K.
38047,<=50K.
38048,>50K.
38049,<=50K.
38050,<=50K.
38051,<=50K.
38052,<=50K.
38053,<=50K.
38054,>50K.
38055,<=50K.
38056,<=50K.
38057,<=50K.
38058,<=50K.
38059,<=50K.
38060,<=50K.
38061,<=50K.
38062,<=50K.
38063,<=50K.
38064,<=50K.
38065,<=50K.
38066,<=50K.
38067,<=50K.
38068,<=50K.
38069,<=50K.
38070,<=50K.
38071,>50K.
38072,>50K.
38073,<=50K.
38074,<=50K.
38075,<=50K.
38076,<=50K.
38077,<=50K.
38078,<=50K.
38079,<=50K.
38080,<=50K.
38081,<=50K.
38082,<=50K.
38083,<=50K.
38084,>50K.
38085,<=50K.
38086,<=50K.
38087,<=50K.
38088,<=50K.
38089,<=50K.
38090,<=50K.
38091,<=50K.
38092,<=50K.
38093,>50K.
38094,>50K.
38095,<=50K.
38096,<=50K.
38097,<=50K.
38098,<=50K.
38099,<=50K.
38100,<=50K.
38101,<=50K.
38102,<=50K.
38103,<=50K.
38104,<=50K.
38105,>50K.
38106,<=50K.
38107,<=50K.
38108,<=50K.
38109,<=50K.
38110,>50K.
38111,<=50K.
38112,>50K.
38113,<=50K.
38114,<=50K.
38115,<=50K.
38116,>50K.
38117,>50K.
38118,<=50K.
38119,<=50K.
38120,>50K.
38121,>50K.
38122,<=50K.
38123,>50K.
38124,>50K.
38125,>50K.
38126,<=50K.
38127,<=50K.
38128,<=50K.
38129,<=50K.
38130,>50K.
38131,>50K.
38132,<=50K.
38133,>50K.
38134,<=50K.
38135,>50K.
38136,<=50K.
38137,<=50K.
38138,<=50K.
38139,<=50K.
38140,<=50K.
38141,<=50K.
38142,<=50K.
38143,<=50K.
38144,<=50K.
38145,<=50K.
38146,<=50K.
38147,>50K.
38148,>50K.
38149,<=50K.
38150,>50K.
38151,<=50K.
38152,<=50K.
38153,>50K.
38154,<=50K.
38155,<=50K.
38156,<=50K.
38157,>50K.
38158,<=50K.
38159,<=50K.
38160,<=50K.
38161,<=50K.
38162,<=50K.
38163,<=50K.
38164,<=50K.
38165,>50K.
38166,<=50K.
38167,>50K.
38168,>50K.
38169,<=50K.
38170,<=50K.
38171,<=50K.
38172,<=50K.
38173,<=50K.
38174,<=50K.
38175,<=50K.
38176,>50K.
38177,<=50K.
38178,>50K.
38179,>50K.
38180,>50K.
38181,<=50K.
38182,<=50K.
38183,<=50K.
38184,<=50K.
38185,<=50K.
38186,<=50K.
38187,>50K.
38188,>50K.
38189,<=50K.
38190,<=50K.
38191,>50K.
38192,>50K.
38193,<=50K.
38194,>50K.
38195,<=50K.
38196,<=50K.
38197,<=50K.
38198,<=50K.
38199,<=50K.
38200,<=50K.
38201,<=50K.
38202,<=50K.
38203,>50K.
38204,<=50K.
38205,<=50K.
38206,<=50K.
38207,<=50K.
38208,>50K.
38209,<=50K.
38210,<=50K.
38211,>50K.
38212,>50K.
38213,>50K.
38214,<=50K.
38215,<=50K.
38216,<=50K.
38217,<=50K.
38218,>50K.
38219,<=50K.
38220,<=50K.
38221,>50K.
38222,>50K.
38223,<=50K.
38224,<=50K.
38225,>50K.
38226,<=50K.
38227,<=50K.
38228,<=50K.
38229,<=50K.
38230,<=50K.
38231,<=50K.
38232,<=50K.
38233,<=50K.
38234,<=50K.
38235,<=50K.
38236,<=50K.
38237,<=50K.
38238,<=50K.
38239,>50K.
38240,<=50K.
38241,<=50K.
38242,<=50K.
38243,>50K.
38244,<=50K.
38245,>50K.
38246,<=50K.
38247,<=50K.
38248,<=50K.
38249,<=50K.
38250,<=50K.
38251,>50K.
38252,<=50K.
38253,<=50K.
38254,<=50K.
38255,<=50K.
38256,<=50K.
38257,<=50K.
38258,<=50K.
38259,>50K.
38260,<=50K.
38261,>50K.
38262,<=50K.
38263,>50K.
38264,<=50K.
38265,<=50K.
38266,<=50K.
38267,<=50K.
38268,<=50K.
38269,<=50K.
38270,>50K.
38271,<=50K.
38272,<=50K.
38273,<=50K.
38274,<=50K.
38275,>50K.
38276,<=50K.
38277,>50K.
38278,>50K.
38279,>50K.
38280,<=50K.
38281,>50K.
38282,<=50K.
38283,>50K.
38284,<=50K.
38285,<=50K.
38286,<=50K.
38287,<=50K.
38288,>50K.
38289,<=50K.
38290,<=50K.
38291,<=50K.
38292,<=50K.
38293,>50K.
38294,<=50K.
38295,<=50K.
38296,<=50K.
38297,<=50K.
38298,>50K.
38299,>50K.
38300,>50K.
38301,<=50K.
38302,<=50K.
38303,<=50K.
38304,<=50K.
38305,<=50K.
38306,<=50K.
38307,<=50K.
38308,<=50K.
38309,<=50K.
38310,<=50K.
38311,<=50K.
38312,>50K.
38313,>50K.
38314,<=50K.
38315,>50K.
38316,<=50K.
38317,<=50K.
38318,<=50K.
38319,<=50K.
38320,<=50K.
38321,<=50K.
38322,>50K.
38323,<=50K.
38324,<=50K.
38325,>50K.
38326,<=50K.
38327,<=50K.
38328,<=50K.
38329,<=50K.
38330,<=50K.
38331,<=50K.
38332,<=50K.
38333,<=50K.
38334,<=50K.
38335,>50K.
38336,<=50K.
38337,<=50K.
38338,<=50K.
38339,<=50K.
38340,<=50K.
38341,<=50K.
38342,<=50K.
38343,<=50K.
38344,>50K.
38345,<=50K.
38346,<=50K.
38347,<=50K.
38348,>50K.
38349,<=50K.
38350,>50K.
38351,<=50K.
38352,>50K.
38353,<=50K.
38354,>50K.
38355,<=50K.
38356,<=50K.
38357,<=50K.
38358,<=50K.
38359,<=50K.
38360,>50K.
38361,<=50K.
38362,<=50K.
38363,<=50K.
38364,<=50K.
38365,<=50K.
38366,<=50K.
38367,<=50K.
38368,>50K.
38369,<=50K.
38370,>50K.
38371,<=50K.
38372,<=50K.
38373,>50K.
38374,>50K.
38375,<=50K.
38376,<=50K.
38377,<=50K.
38378,<=50K.
38379,>50K.
38380,<=50K.
38381,<=50K.
38382,<=50K.
38383,<=50K.
38384,>50K.
38385,>50K.
38386,>50K.
38387,<=50K.
38388,<=50K.
38389,<=50K.
38390,>50K.
38391,<=50K.
38392,<=50K.
38393,>50K.
38394,<=50K.
38395,<=50K.
38396,<=50K.
38397,<=50K.
38398,<=50K.
38399,<=50K.
38400,<=50K.
38401,<=50K.
38402,<=50K.
38403,>50K.
38404,<=50K.
38405,>50K.
38406,<=50K.
38407,>50K.
38408,<=50K.
38409,<=50K.
38410,<=50K.
38411,>50K.
38412,>50K.
38413,<=50K.
38414,>50K.
38415,<=50K.
38416,<=50K.
38417,<=50K.
38418,<=50K.
38419,<=50K.
38420,<=50K.
38421,<=50K.
38422,<=50K.
38423,<=50K.
38424,<=50K.
38425,<=50K.
38426,<=50K.
38427,<=50K.
38428,>50K.
38429,<=50K.
38430,>50K.
38431,>50K.
38432,>50K.
38433,>50K.
38434,<=50K.
38435,<=50K.
38436,<=50K.
38437,>50K.
38438,<=50K.
38439,<=50K.
38440,<=50K.
38441,<=50K.
38442,<=50K.
38443,>50K.
38444,<=50K.
38445,>50K.
38446,>50K.
38447,>50K.
38448,<=50K.
38449,<=50K.
38450,>50K.
38451,>50K.
38452,<=50K.
38453,<=50K.
38454,<=50K.
38455,<=50K.
38456,<=50K.
38457,<=50K.
38458,<=50K.
38459,<=50K.
38460,<=50K.
38461,<=50K.
38462,<=50K.
38463,<=50K.
38464,<=50K.
38465,<=50K.
38466,<=50K.
38467,<=50K.
38468,<=50K.
38469,<=50K.
38470,<=50K.
38471,>50K.
38472,<=50K.
38473,<=50K.
38474,<=50K.
38475,<=50K.
38476,>50K.
38477,<=50K.
38478,<=50K.
38479,<=50K.
38480,>50K.
38481,<=50K.
38482,<=50K.
38483,>50K.
38484,<=50K.
38485,>50K.
38486,<=50K.
38487,>50K.
38488,<=50K.
38489,<=50K.
38490,>50K.
38491,<=50K.
38492,<=50K.
38493,>50K.
38494,<=50K.
38495,<=50K.
38496,>50K.
38497,<=50K.
38498,<=50K.
38499,<=50K.
38500,<=50K.
38501,<=50K.
38502,<=50K.
38503,<=50K.
38504,>50K.
38505,<=50K.
38506,<=50K.
38507,<=50K.
38508,<=50K.
38509,<=50K.
38510,<=50K.
38511,>50K.
38512,>50K.
38513,>50K.
38514,<=50K.
38515,>50K.
38516,<=50K.
38517,<=50K.
38518,>50K.
38519,<=50K.
38520,>50K.
38521,<=50K.
38522,<=50K.
38523,>50K.
38524,<=50K.
38525,<=50K.
38526,<=50K.
38527,<=50K.
38528,>50K.
38529,<=50K.
38530,<=50K.
38531,<=50K.
38532,<=50K.
38533,<=50K.
38534,<=50K.
38535,<=50K.
38536,<=50K.
38537,<=50K.
38538,<=50K.
38539,<=50K.
38540,<=50K.
38541,<=50K.
38542,<=50K.
38543,<=50K.
38544,<=50K.
38545,<=50K.
38546,<=50K.
38547,<=50K.
38548,<=50K.
38549,<=50K.
38550,<=50K.
38551,<=50K.
38552,>50K.
38553,<=50K.
38554,>50K.
38555,<=50K.
38556,<=50K.
38557,<=50K.
38558,<=50K.
38559,<=50K.
38560,<=50K.
38561,<=50K.
38562,<=50K.
38563,<=50K.
38564,<=50K.
38565,<=50K.
38566,>50K.
38567,<=50K.
38568,<=50K.
38569,>50K.
38570,<=50K.
38571,<=50K.
38572,>50K.
38573,>50K.
38574,>50K.
38575,>50K.
38576,<=50K.
38577,<=50K.
38578,<=50K.
38579,<=50K.
38580,<=50K.
38581,>50K.
38582,<=50K.
38583,<=50K.
38584,<=50K.
38585,<=50K.
38586,<=50K.
38587,>50K.
38588,<=50K.
38589,>50K.
38590,<=50K.
38591,<=50K.
38592,>50K.
38593,>50K.
38594,<=50K.
38595,>50K.
38596,<=50K.
38597,<=50K.
38598,<=50K.
38599,<=50K.
38600,<=50K.
38601,<=50K.
38602,<=50K.
38603,>50K.
38604,<=50K.
38605,>50K.
38606,<=50K.
38607,<=50K.
38608,<=50K.
38609,<=50K.
38610,>50K.
38611,<=50K.
38612,<=50K.
38613,<=50K.
38614,<=50K.
38615,<=50K.
38616,<=50K.
38617,<=50K.
38618,<=50K.
38619,<=50K.
38620,<=50K.
38621,<=50K.
38622,<=50K.
38623,<=50K.
38624,>50K.
38625,<=50K.
38626,<=50K.
38627,<=50K.
38628,>50K.
38629,<=50K.
38630,<=50K.
38631,<=50K.
38632,<=50K.
38633,<=50K.
38634,<=50K.
38635,<=50K.
38636,<=50K.
38637,>50K.
38638,<=50K.
38639,<=50K.
38640,>50K.
38641,>50K.
38642,<=50K.
38643,<=50K.
38644,<=50K.
38645,<=50K.
38646,<=50K.
38647,<=50K.
38648,<=50K.
38649,<=50K.
38650,<=50K.
38651,<=50K.
38652,<=50K.
38653,>50K.
38654,>50K.
38655,>50K.
38656,<=50K.
38657,>50K.
38658,<=50K.
38659,<=50K.
38660,>50K.
38661,>50K.
38662,<=50K.
38663,<=50K.
38664,<=50K.
38665,<=50K.
38666,<=50K.
38667,>50K.
38668,<=50K.
38669,>50K.
38670,<=50K.
38671,<=50K.
38672,>50K.
38673,>50K.
38674,<=50K.
38675,>50K.
38676,<=50K.
38677,>50K.
38678,<=50K.
38679,<=50K.
38680,>50K.
38681,<=50K.
38682,>50K.
38683,<=50K.
38684,<=50K.
38685,<=50K.
38686,<=50K.
38687,<=50K.
38688,<=50K.
38689,<=50K.
38690,>50K.
38691,<=50K.
38692,<=50K.
38693,>50K.
38694,<=50K.
38695,<=50K.
38696,<=50K.
38697,>50K.
38698,<=50K.
38699,<=50K.
38700,<=50K.
38701,<=50K.
38702,<=50K.
38703,<=50K.
38704,<=50K.
38705,<=50K.
38706,>50K.
38707,<=50K.
38708,<=50K.
38709,>50K.
38710,>50K.
38711,<=50K.
38712,>50K.
38713,<=50K.
38714,<=50K.
38715,<=50K.
38716,<=50K.
38717,<=50K.
38718,>50K.
38719,>50K.
38720,<=50K.
38721,<=50K.
38722,<=50K.
38723,<=50K.
38724,<=50K.
38725,<=50K.
38726,<=50K.
38727,>50K.
38728,<=50K.
38729,<=50K.
38730,<=50K.
38731,<=50K.
38732,<=50K.
38733,<=50K.
38734,<=50K.
38735,<=50K.
38736,<=50K.
38737,<=50K.
38738,>50K.
38739,>50K.
38740,<=50K.
38741,<=50K.
38742,<=50K.
38743,<=50K.
38744,<=50K.
38745,<=50K.
38746,<=50K.
38747,<=50K.
38748,<=50K.
38749,<=50K.
38750,<=50K.
38751,<=50K.
38752,<=50K.
38753,<=50K.
38754,>50K.
38755,>50K.
38756,<=50K.
38757,<=50K.
38758,<=50K.
38759,<=50K.
38760,<=50K.
38761,<=50K.
38762,<=50K.
38763,<=50K.
38764,>50K.
38765,<=50K.
38766,<=50K.
38767,<=50K.
38768,<=50K.
38769,>50K.
38770,<=50K.
38771,<=50K.
38772,<=50K.
38773,>50K.
38774,>50K.
38775,<=50K.
38776,<=50K.
38777,<=50K.
38778,<=50K.
38779,<=50K.
38780,>50K.
38781,<=50K.
38782,<=50K.
38783,<=50K.
38784,<=50K.
38785,>50K.
38786,>50K.
38787,<=50K.
38788,>50K.
38789,>50K.
38790,<=50K.
38791,<=50K.
38792,<=50K.
38793,<=50K.
38794,>50K.
38795,<=50K.
38796,>50K.
38797,<=50K.
38798,<=50K.
38799,<=50K.
38800,>50K.
38801,<=50K.
38802,>50K.
38803,<=50K.
38804,<=50K.
38805,>50K.
38806,<=50K.
38807,<=50K.
38808,<=50K.
38809,<=50K.
38810,<=50K.
38811,<=50K.
38812,<=50K.
38813,<=50K.
38814,<=50K.
38815,<=50K.
38816,<=50K.
38817,<=50K.
38818,<=50K.
38819,>50K.
38820,<=50K.
38821,<=50K.
38822,<=50K.
38823,>50K.
38824,<=50K.
38825,<=50K.
38826,>50K.
38827,<=50K.
38828,<=50K.
38829,<=50K.
38830,>50K.
38831,<=50K.
38832,<=50K.
38833,<=50K.
38834,<=50K.
38835,<=50K.
38836,>50K.
38837,<=50K.
38838,<=50K.
38839,>50K.
38840,>50K.
38841,<=50K.
38842,<=50K.
38843,<=50K.
38844,>50K.
38845,<=50K.
38846,<=50K.
38847,>50K.
38848,>50K.
38849,>50K.
38850,<=50K.
38851,>50K.
38852,>50K.
38853,<=50K.
38854,<=50K.
38855,<=50K.
38856,<=50K.
38857,>50K.
38858,<=50K.
38859,<=50K.
38860,<=50K.
38861,>50K.
38862,<=50K.
38863,<=50K.
38864,>50K.
38865,<=50K.
38866,<=50K.
38867,<=50K.
38868,<=50K.
38869,<=50K.
38870,>50K.
38871,<=50K.
38872,<=50K.
38873,>50K.
38874,<=50K.
38875,<=50K.
38876,<=50K.
38877,<=50K.
38878,>50K.
38879,<=50K.
38880,>50K.
38881,<=50K.
38882,<=50K.
38883,>50K.
38884,<=50K.
38885,<=50K.
38886,>50K.
38887,<=50K.
38888,<=50K.
38889,<=50K.
38890,>50K.
38891,<=50K.
38892,>50K.
38893,>50K.
38894,<=50K.
38895,<=50K.
38896,<=50K.
38897,<=50K.
38898,<=50K.
38899,<=50K.
38900,>50K.
38901,<=50K.
38902,>50K.
38903,<=50K.
38904,<=50K.
38905,>50K.
38906,<=50K.
38907,<=50K.
38908,>50K.
38909,>50K.
38910,<=50K.
38911,>50K.
38912,<=50K.
38913,<=50K.
38914,>50K.
38915,>50K.
38916,<=50K.
38917,<=50K.
38918,>50K.
38919,<=50K.
38920,<=50K.
38921,<=50K.
38922,<=50K.
38923,>50K.
38924,>50K.
38925,>50K.
38926,<=50K.
38927,<=50K.
38928,>50K.
38929,>50K.
38930,<=50K.
38931,<=50K.
38932,<=50K.
38933,<=50K.
38934,<=50K.
38935,<=50K.
38936,<=50K.
38937,<=50K.
38938,<=50K.
38939,<=50K.
38940,<=50K.
38941,>50K.
38942,>50K.
38943,<=50K.
38944,<=50K.
38945,<=50K.
38946,<=50K.
38947,>50K.
38948,<=50K.
38949,<=50K.
38950,<=50K.
38951,<=50K.
38952,<=50K.
38953,<=50K.
38954,<=50K.
38955,>50K.
38956,>50K.
38957,>50K.
38958,<=50K.
38959,>50K.
38960,>50K.
38961,<=50K.
38962,<=50K.
38963,<=50K.
38964,<=50K.
38965,<=50K.
38966,<=50K.
38967,<=50K.
38968,<=50K.
38969,<=50K.
38970,<=50K.
38971,<=50K.
38972,<=50K.
38973,<=50K.
38974,<=50K.
38975,>50K.
38976,<=50K.
38977,>50K.
38978,<=50K.
38979,>50K.
38980,<=50K.
38981,>50K.
38982,>50K.
38983,>50K.
38984,<=50K.
38985,<=50K.
38986,<=50K.
38987,<=50K.
38988,<=50K.
38989,<=50K.
38990,<=50K.
38991,<=50K.
38992,<=50K.
38993,<=50K.
38994,<=50K.
38995,<=50K.
38996,<=50K.
38997,>50K.
38998,<=50K.
38999,>50K.
39000,<=50K.
39001,>50K.
39002,<=50K.
39003,>50K.
39004,<=50K.
39005,>50K.
39006,<=50K.
39007,>50K.
39008,>50K.
39009,<=50K.
39010,<=50K.
39011,<=50K.
39012,<=50K.
39013,<=50K.
39014,<=50K.
39015,<=50K.
39016,<=50K.
39017,>50K.
39018,<=50K.
39019,<=50K.
39020,<=50K.
39021,<=50K.
39022,<=50K.
39023,<=50K.
39024,<=50K.
39025,<=50K.
39026,<=50K.
39027,<=50K.
39028,>50K.
39029,<=50K.
39030,<=50K.
39031,<=50K.
39032,<=50K.
39033,>50K.
39034,<=50K.
39035,<=50K.
39036,<=50K.
39037,>50K.
39038,>50K.
39039,<=50K.
39040,>50K.
39041,>50K.
39042,<=50K.
39043,<=50K.
39044,>50K.
39045,>50K.
39046,<=50K.
39047,<=50K.
39048,>50K.
39049,>50K.
39050,>50K.
39051,<=50K.
39052,<=50K.
39053,<=50K.
39054,<=50K.
39055,>50K.
39056,<=50K.
39057,<=50K.
39058,<=50K.
39059,<=50K.
39060,<=50K.
39061,<=50K.
39062,>50K.
39063,<=50K.
39064,<=50K.
39065,<=50K.
39066,<=50K.
39067,<=50K.
39068,<=50K.
39069,<=50K.
39070,<=50K.
39071,<=50K.
39072,<=50K.
39073,<=50K.
39074,>50K.
39075,<=50K.
39076,<=50K.
39077,<=50K.
39078,<=50K.
39079,<=50K.
39080,<=50K.
39081,>50K.
39082,>50K.
39083,<=50K.
39084,<=50K.
39085,<=50K.
39086,<=50K.
39087,>50K.
39088,<=50K.
39089,<=50K.
39090,>50K.
39091,<=50K.
39092,<=50K.
39093,<=50K.
39094,<=50K.
39095,>50K.
39096,<=50K.
39097,<=50K.
39098,<=50K.
39099,<=50K.
39100,<=50K.
39101,<=50K.
39102,<=50K.
39103,<=50K.
39104,<=50K.
39105,<=50K.
39106,<=50K.
39107,>50K.
39108,<=50K.
39109,<=50K.
39110,<=50K.
39111,>50K.
39112,<=50K.
39113,>50K.
39114,<=50K.
39115,<=50K.
39116,>50K.
39117,<=50K.
39118,>50K.
39119,>50K.
39120,<=50K.
39121,<=50K.
39122,>50K.
39123,<=50K.
39124,<=50K.
39125,<=50K.
39126,<=50K.
39127,<=50K.
39128,<=50K.
39129,<=50K.
39130,>50K.
39131,<=50K.
39132,>50K.
39133,<=50K.
39134,<=50K.
39135,<=50K.
39136,<=50K.
39137,>50K.
39138,<=50K.
39139,<=50K.
39140,<=50K.
39141,<=50K.
39142,>50K.
39143,<=50K.
39144,<=50K.
39145,>50K.
39146,<=50K.
39147,<=50K.
39148,<=50K.
39149,<=50K.
39150,<=50K.
39151,>50K.
39152,<=50K.
39153,>50K.
39154,<=50K.
39155,<=50K.
39156,<=50K.
39157,<=50K.
39158,<=50K.
39159,<=50K.
39160,<=50K.
39161,<=50K.
39162,>50K.
39163,>50K.
39164,<=50K.
39165,<=50K.
39166,<=50K.
39167,<=50K.
39168,<=50K.
39169,>50K.
39170,<=50K.
39171,<=50K.
39172,<=50K.
39173,<=50K.
39174,<=50K.
39175,<=50K.
39176,<=50K.
39177,<=50K.
39178,>50K.
39179,<=50K.
39180,<=50K.
39181,<=50K.
39182,>50K.
39183,<=50K.
39184,<=50K.
39185,<=50K.
39186,<=50K.
39187,<=50K.
39188,<=50K.
39189,<=50K.
39190,>50K.
39191,>50K.
39192,>50K.
39193,<=50K.
39194,<=50K.
39195,>50K.
39196,<=50K.
39197,>50K.
39198,<=50K.
39199,<=50K.
39200,<=50K.
39201,>50K.
39202,>50K.
39203,<=50K.
39204,>50K.
39205,>50K.
39206,>50K.
39207,<=50K.
39208,<=50K.
39209,<=50K.
39210,<=50K.
39211,<=50K.
39212,<=50K.
39213,<=50K.
39214,<=50K.
39215,<=50K.
39216,<=50K.
39217,<=50K.
39218,<=50K.
39219,<=50K.
39220,<=50K.
39221,>50K.
39222,>50K.
39223,>50K.
39224,<=50K.
39225,<=50K.
39226,>50K.
39227,<=50K.
39228,<=50K.
39229,>50K.
39230,<=50K.
39231,<=50K.
39232,<=50K.
39233,<=50K.
39234,<=50K.
39235,<=50K.
39236,<=50K.
39237,<=50K.
39238,>50K.
39239,<=50K.
39240,>50K.
39241,<=50K.
39242,<=50K.
39243,<=50K.
39244,<=50K.
39245,<=50K.
39246,>50K.
39247,<=50K.
39248,>50K.
39249,<=50K.
39250,<=50K.
39251,<=50K.
39252,<=50K.
39253,<=50K.
39254,<=50K.
39255,>50K.
39256,>50K.
39257,<=50K.
39258,<=50K.
39259,>50K.
39260,<=50K.
39261,<=50K.
39262,<=50K.
39263,<=50K.
39264,>50K.
39265,<=50K.
39266,<=50K.
39267,<=50K.
39268,>50K.
39269,<=50K.
39270,<=50K.
39271,<=50K.
39272,>50K.
39273,<=50K.
39274,>50K.
39275,<=50K.
39276,>50K.
39277,<=50K.
39278,>50K.
39279,<=50K.
39280,>50K.
39281,<=50K.
39282,>50K.
39283,<=50K.
39284,<=50K.
39285,<=50K.
39286,<=50K.
39287,<=50K.
39288,<=50K.
